#"BArt";"dGz100";"Alter";"N";"Hm";"Ho";"G";"Dg";"Form";"VDerb";"VDerbAus";"lGzDerb";"VVorNutz";"GWLDerb";"dGzDerb";"Bemerkungen"
11;7.00;55.00;436.00;21.70;-1.00;22.50;25.60;49.00;237.00;26.00;7.40;169.00;406.00;7.40;
11;7.00;60.00;380.00;22.50;-1.00;22.60;27.50;48.00;246.00;27.00;7.20;196.00;442.00;7.40;
11;7.00;65.00;334.00;23.30;-1.00;22.60;29.40;48.00;254.00;27.00;7.00;223.00;477.00;7.30;
11;7.00;70.00;296.00;24.00;-1.00;22.60;31.20;48.00;261.00;26.00;6.60;249.00;510.00;7.30;
11;7.00;75.00;265.00;24.70;-1.00;22.60;33.00;48.00;268.00;24.00;6.20;273.00;541.00;7.20;
11;7.00;80.00;239.00;25.30;-1.00;22.60;34.70;48.00;273.00;25.00;6.00;298.00;571.00;7.10;
11;7.00;85.00;216.00;25.90;-1.00;22.60;36.50;48.00;279.00;24.00;6.00;322.00;601.00;7.10;
11;7.00;90.00;197.00;26.40;-1.00;22.60;38.20;47.00;283.00;25.00;5.80;347.00;630.00;7.00;
11;8.00;20.00;1578.00;15.10;-1.00;16.40;11.50;44.00;110.00;0.00;0.00;0.00;110.00;5.50;
11;8.00;25.00;1222.00;17.30;-1.00;19.10;14.10;47.00;155.00;23.00;13.60;23.00;178.00;7.10;
11;8.00;30.00;972.00;18.50;-1.00;20.80;16.50;48.00;185.00;26.00;11.20;49.00;234.00;7.80;
11;8.00;35.00;797.00;19.70;-1.00;21.90;18.70;48.00;209.00;28.00;10.40;77.00;286.00;8.20;
11;8.00;40.00;665.00;20.80;-1.00;22.60;20.80;49.00;229.00;29.00;9.80;106.00;335.00;8.40;
11;8.00;45.00;560.00;21.90;-1.00;23.10;22.90;48.00;246.00;30.00;9.40;136.00;382.00;8.50;
11;8.00;50.00;478.00;22.90;-1.00;23.50;25.00;48.00;261.00;29.00;8.80;165.00;426.00;8.50;
11;8.00;55.00;415.00;23.80;-1.00;23.80;27.00;48.00;273.00;30.00;8.40;195.00;468.00;8.50;
11;8.00;60.00;361.00;24.70;-1.00;23.90;29.00;48.00;284.00;29.00;8.00;224.00;508.00;8.50;
11;8.00;65.00;320.00;25.50;-1.00;24.00;30.90;48.00;293.00;30.00;7.80;254.00;547.00;8.40;
11;8.00;70.00;284.00;26.30;-1.00;24.00;32.80;48.00;301.00;29.00;7.40;283.00;584.00;8.30;
11;8.00;75.00;254.00;27.00;-1.00;24.00;34.70;47.00;308.00;30.00;7.40;313.00;621.00;8.30;
11;8.00;80.00;229.00;27.70;-1.00;24.00;36.50;47.00;314.00;28.00;6.80;341.00;655.00;8.20;
11;8.00;85.00;208.00;28.30;-1.00;24.00;38.30;47.00;320.00;27.00;6.60;368.00;688.00;8.10;
11;8.00;90.00;190.00;28.80;-1.00;24.00;40.10;47.00;326.00;26.00;6.40;394.00;720.00;8.00;
6;6.00;10.00;0.00;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;"  Japan. Lärche"
6;6.00;15.00;0.00;5.20;5.70;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.10;
6;6.00;20.00;0.00;7.70;8.70;0.00;0.00;0.00;2.00;0.00;0.20;0.00;2.00;0.10;
6;6.00;25.00;2434.00;10.00;11.30;19.40;10.10;38.00;73.00;0.00;14.20;0.00;73.00;2.90;
6;6.00;30.00;1740.00;12.10;13.50;20.60;12.30;43.00;106.00;10.00;8.60;10.00;116.00;3.90;
6;6.00;35.00;1329.00;13.90;15.30;21.60;14.40;45.00;136.00;15.00;9.00;25.00;161.00;4.60;
6;6.00;40.00;1067.00;15.70;17.00;22.50;16.40;46.00;164.00;18.00;9.20;43.00;207.00;5.20;
6;6.00;45.00;887.00;17.20;18.50;23.30;18.30;47.00;189.00;19.00;8.80;62.00;251.00;5.60;
6;6.00;50.00;760.00;18.60;19.80;24.10;20.10;47.00;212.00;17.00;8.00;79.00;291.00;5.80;
6;6.00;55.00;664.00;19.70;20.90;24.80;21.80;47.00;231.00;17.00;7.20;96.00;327.00;5.90;
6;6.00;60.00;593.00;20.40;21.50;25.50;23.40;48.00;248.00;16.00;6.60;112.00;360.00;6.00;
6;6.00;65.00;536.00;20.90;22.00;26.10;24.90;48.00;263.00;15.00;6.00;127.00;390.00;6.00;
6;6.00;70.00;491.00;21.30;22.40;26.70;26.30;49.00;276.00;14.00;5.40;141.00;417.00;6.00;
6;7.00;10.00;0.00;3.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;7.00;15.00;0.00;6.00;6.60;0.00;0.00;0.00;16.00;0.00;0.00;0.00;16.00;1.10;
6;7.00;20.00;0.00;8.70;9.80;0.00;0.00;0.00;33.00;2.00;3.80;2.00;35.00;1.80;
6;7.00;25.00;2142.00;11.00;12.30;20.70;11.10;42.00;95.00;6.00;13.60;8.00;103.00;4.10;
6;7.00;30.00;1563.00;13.20;14.60;21.90;13.30;45.00;130.00;15.00;10.00;23.00;153.00;5.10;
6;7.00;35.00;1209.00;15.10;16.40;22.80;15.50;47.00;162.00;19.00;10.20;42.00;204.00;5.80;
6;7.00;40.00;979.00;17.00;18.30;23.70;17.50;48.00;191.00;22.00;10.20;64.00;255.00;6.40;
6;7.00;45.00;821.00;18.50;19.70;24.40;19.50;48.00;216.00;22.00;9.40;86.00;302.00;6.70;
6;7.00;50.00;706.00;19.90;21.00;25.20;21.30;48.00;239.00;20.00;8.60;106.00;345.00;6.90;
6;7.00;55.00;619.00;21.00;22.10;25.80;23.00;48.00;258.00;21.00;8.00;127.00;385.00;7.00;
6;7.00;60.00;553.00;21.80;22.90;26.50;24.70;48.00;275.00;18.00;7.00;145.00;420.00;7.00;
6;7.00;65.00;500.00;22.30;23.40;27.00;26.20;48.00;290.00;18.00;6.60;163.00;453.00;7.00;
6;7.00;70.00;459.00;22.80;23.80;27.50;27.60;48.00;303.00;15.00;5.60;178.00;481.00;6.90;
6;8.00;10.00;0.00;3.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;8.00;15.00;0.00;6.80;7.60;0.00;0.00;0.00;30.00;0.00;0.00;0.00;30.00;2.00;
6;8.00;20.00;0.00;9.70;10.90;0.00;0.00;0.00;63.00;5.00;7.60;5.00;68.00;3.40;
6;8.00;25.00;1909.00;12.10;13.50;22.00;12.10;44.00;117.00;11.00;13.00;16.00;133.00;5.30;
6;8.00;30.00;1417.00;14.40;15.80;23.20;14.40;46.00;155.00;19.00;11.40;35.00;190.00;6.30;
6;8.00;35.00;1107.00;16.40;17.70;24.10;16.60;48.00;188.00;25.00;11.60;60.00;248.00;7.10;
6;8.00;40.00;905.00;18.30;19.50;24.90;18.70;48.00;218.00;24.00;10.80;84.00;302.00;7.60;
6;8.00;45.00;763.00;19.80;21.00;25.60;20.70;48.00;244.00;25.00;10.20;109.00;353.00;7.80;
6;8.00;50.00;659.00;21.20;22.30;26.30;22.50;48.00;267.00;24.00;9.40;133.00;400.00;8.00;
6;8.00;55.00;579.00;22.30;23.40;26.90;24.30;48.00;286.00;23.00;8.40;156.00;442.00;8.00;
6;8.00;60.00;519.00;23.10;24.10;27.40;26.00;48.00;302.00;22.00;7.60;178.00;480.00;8.00;
6;8.00;65.00;469.00;23.80;24.80;27.90;27.50;48.00;317.00;20.00;7.00;198.00;515.00;7.90;
6;8.00;70.00;431.00;24.30;25.30;28.30;28.90;48.00;330.00;17.00;6.00;215.00;545.00;7.80;
6;9.00;10.00;0.00;4.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;9.00;15.00;0.00;7.70;8.70;0.00;0.00;0.00;45.00;0.00;0.00;0.00;45.00;3.00;
6;9.00;20.00;0.00;10.70;12.00;0.00;0.00;0.00;94.00;7.00;11.20;7.00;101.00;5.10;
6;9.00;25.00;1720.00;13.20;14.60;23.20;13.10;45.00;139.00;18.00;12.60;25.00;164.00;6.60;
6;9.00;30.00;1295.00;15.60;16.90;24.40;15.50;47.00;179.00;24.00;12.80;49.00;228.00;7.60;
6;9.00;35.00;1021.00;17.70;18.90;25.40;17.80;48.00;214.00;28.00;12.60;77.00;291.00;8.30;
6;9.00;40.00;840.00;19.50;20.70;26.10;19.90;48.00;245.00;28.00;11.80;105.00;350.00;8.80;
6;9.00;45.00;713.00;21.10;22.20;26.80;21.90;48.00;271.00;29.00;11.00;134.00;405.00;9.00;
6;9.00;50.00;618.00;22.50;23.50;27.40;23.80;48.00;294.00;27.00;10.00;161.00;455.00;9.10;
6;9.00;55.00;544.00;23.60;24.60;27.90;25.60;47.00;313.00;26.00;9.00;187.00;500.00;9.10;
6;9.00;60.00;488.00;24.50;25.50;28.40;27.20;47.00;329.00;24.00;8.00;211.00;540.00;9.00;
6;9.00;65.00;442.00;25.20;26.20;28.80;28.80;47.00;344.00;23.00;7.60;234.00;578.00;8.90;
6;9.00;70.00;406.00;25.80;26.70;29.20;30.20;47.00;357.00;19.00;6.40;253.00;610.00;8.70;
6;10.00;10.00;0.00;4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;10.00;15.00;3274.00;8.40;9.50;20.10;8.80;34.00;57.00;1.00;0.00;1.00;58.00;3.90;
6;10.00;20.00;2205.00;11.60;13.00;22.50;11.40;43.00;111.00;11.00;13.00;12.00;123.00;6.20;
6;10.00;25.00;1546.00;14.10;15.50;24.20;14.10;46.00;157.00;21.00;13.40;33.00;190.00;7.60;
6;10.00;30.00;1181.00;16.50;17.80;25.60;16.60;48.00;201.00;28.00;14.40;61.00;262.00;8.70;
6;10.00;35.00;943.00;18.70;19.90;26.60;18.90;48.00;239.00;31.00;13.80;92.00;331.00;9.50;
6;10.00;40.00;783.00;20.60;21.70;27.40;21.10;48.00;272.00;31.00;12.80;123.00;395.00;9.90;
6;10.00;45.00;668.00;22.30;23.40;28.10;23.10;48.00;300.00;31.00;11.80;154.00;454.00;10.10;
6;10.00;50.00;581.00;23.70;24.70;28.60;25.10;48.00;323.00;31.00;10.80;185.00;508.00;10.20;
6;10.00;55.00;513.00;24.80;25.80;29.10;26.90;47.00;342.00;30.00;9.80;215.00;557.00;10.10;
6;10.00;60.00;461.00;25.70;26.60;29.60;28.60;47.00;359.00;26.00;8.60;241.00;600.00;10.00;
6;10.00;65.00;419.00;26.40;27.30;30.00;30.20;47.00;374.00;25.00;8.00;266.00;640.00;9.80;
6;10.00;70.00;386.00;27.00;27.90;30.40;31.60;47.00;386.00;24.00;7.20;290.00;676.00;9.70;
6;11.00;10.00;0.00;5.20;5.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;11.00;15.00;2920.00;9.10;10.30;20.50;9.50;37.00;69.00;2.00;0.00;2.00;71.00;4.70;
6;11.00;20.00;1960.00;12.30;13.70;23.10;12.20;44.00;124.00;15.00;14.00;17.00;141.00;7.10;
6;11.00;25.00;1394.00;14.90;16.20;25.00;15.10;47.00;174.00;25.00;15.00;42.00;216.00;8.60;
6;11.00;30.00;1079.00;17.40;18.70;26.60;17.70;48.00;223.00;30.00;15.80;72.00;295.00;9.80;
6;11.00;35.00;875.00;19.70;20.90;27.80;20.10;48.00;265.00;34.00;15.20;106.00;371.00;10.60;
6;11.00;40.00;733.00;21.70;22.80;28.70;22.30;48.00;300.00;34.00;13.80;140.00;440.00;11.00;
6;11.00;45.00;627.00;23.30;24.30;29.40;24.40;48.00;329.00;34.00;12.60;174.00;503.00;11.20;
6;11.00;50.00;547.00;24.70;25.70;29.90;26.40;48.00;352.00;35.00;11.60;209.00;561.00;11.20;
6;11.00;55.00;486.00;25.90;26.80;30.40;28.20;47.00;372.00;33.00;10.60;242.00;614.00;11.20;
6;11.00;60.00;438.00;26.80;27.70;30.90;30.00;47.00;389.00;29.00;9.20;271.00;660.00;11.00;
6;11.00;65.00;398.00;27.60;28.50;31.30;31.70;47.00;405.00;27.00;8.60;298.00;703.00;10.80;
6;11.00;70.00;368.00;28.20;29.10;31.70;33.10;47.00;417.00;27.00;7.80;325.00;742.00;10.60;
6;12.00;10.00;0.00;5.70;6.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;12.00;15.00;2627.00;9.80;11.00;21.00;10.10;39.00;80.00;4.00;0.00;4.00;84.00;5.60;
6;12.00;20.00;1759.00;13.10;14.50;23.60;13.10;44.00;137.00;18.00;15.00;22.00;159.00;7.90;
6;12.00;25.00;1268.00;15.80;17.10;25.80;16.10;47.00;190.00;30.00;16.60;52.00;242.00;9.70;
6;12.00;30.00;993.00;18.30;19.50;27.70;18.80;48.00;244.00;32.00;17.20;84.00;328.00;10.90;
6;12.00;35.00;816.00;20.70;21.80;29.10;21.30;48.00;291.00;35.00;16.40;119.00;410.00;11.70;
6;12.00;40.00;688.00;22.70;23.70;30.00;23.60;48.00;328.00;37.00;14.80;156.00;484.00;12.10;
6;12.00;45.00;591.00;24.40;25.40;30.70;25.70;48.00;357.00;39.00;13.60;195.00;552.00;12.30;
6;12.00;50.00;518.00;25.80;26.70;31.20;27.70;47.00;381.00;37.00;12.20;232.00;613.00;12.30;
6;12.00;55.00;461.00;26.90;27.80;31.70;29.60;47.00;402.00;36.00;11.40;268.00;670.00;12.20;
6;12.00;60.00;417.00;27.90;28.80;32.20;31.40;47.00;420.00;32.00;10.00;300.00;720.00;12.00;
6;12.00;65.00;380.00;28.70;29.50;32.60;33.10;46.00;435.00;31.00;9.20;331.00;766.00;11.80;
6;12.00;70.00;352.00;29.40;30.20;33.00;34.60;46.00;448.00;29.00;8.40;360.00;808.00;11.50;
6;13.00;10.00;0.00;6.30;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
6;13.00;15.00;2380.00;10.40;11.70;21.40;10.70;41.00;92.00;5.00;0.00;5.00;97.00;6.50;
6;13.00;20.00;1591.00;13.90;15.30;24.20;13.90;44.00;149.00;23.00;16.00;28.00;177.00;8.90;
6;13.00;25.00;1160.00;16.60;17.90;26.60;17.10;47.00;207.00;33.00;18.20;61.00;268.00;10.70;
6;13.00;30.00;919.00;19.20;20.40;28.70;19.90;48.00;265.00;35.00;18.60;96.00;361.00;12.00;
6;13.00;35.00;764.00;21.70;22.80;30.30;22.50;48.00;317.00;36.00;17.60;132.00;449.00;12.80;
6;13.00;40.00;649.00;23.70;24.70;31.40;24.80;48.00;356.00;41.00;16.00;173.00;529.00;13.20;
6;13.00;45.00;558.00;25.40;26.30;32.10;27.00;47.00;386.00;42.00;14.40;215.00;601.00;13.40;
6;13.00;50.00;491.00;26.80;27.70;32.50;29.10;47.00;410.00;41.00;13.00;256.00;666.00;13.30;
6;13.00;55.00;439.00;28.00;28.90;33.00;31.00;47.00;432.00;39.00;12.20;295.00;727.00;13.20;
6;13.00;60.00;397.00;29.00;29.80;33.50;32.80;46.00;450.00;35.00;10.60;330.00;780.00;13.00;
6;13.00;65.00;363.00;29.90;30.70;33.90;34.50;46.00;466.00;33.00;9.80;363.00;829.00;12.80;
6;13.00;70.00;337.00;30.60;31.40;34.40;36.00;46.00;479.00;33.00;9.20;396.00;875.00;12.50;
16;6.00;40.00;10870.00;6.10;-1.00;21.80;5.10;17.00;23.00;1.00;0.00;1.00;24.00;0.60;
16;6.00;45.00;7601.00;7.40;-1.00;24.20;6.40;26.00;46.00;2.00;5.00;3.00;49.00;1.10;
16;6.00;50.00;5635.00;8.80;-1.00;26.30;7.70;34.00;78.00;4.00;7.20;7.00;85.00;1.70;
16;6.00;55.00;4277.00;10.10;-1.00;28.10;9.10;40.00;114.00;7.00;8.60;14.00;128.00;2.30;
16;6.00;60.00;3336.00;11.40;-1.00;29.70;10.60;45.00;152.00;10.00;9.60;24.00;176.00;2.90;
16;6.00;65.00;2692.00;12.80;-1.00;31.20;12.20;48.00;192.00;12.00;10.40;36.00;228.00;3.50;
16;6.00;70.00;2197.00;14.00;-1.00;32.70;13.80;51.00;231.00;15.00;10.80;51.00;282.00;4.00;
16;6.00;75.00;1841.00;15.20;-1.00;34.00;15.30;52.00;269.00;17.00;11.00;68.00;337.00;4.50;
16;6.00;80.00;1560.00;16.40;-1.00;35.20;16.90;53.00;304.00;19.00;10.80;87.00;391.00;4.90;
16;6.00;85.00;1341.00;17.60;-1.00;36.30;18.60;53.00;337.00;21.00;10.80;108.00;445.00;5.20;
16;6.00;90.00;1166.00;18.70;-1.00;37.20;20.20;53.00;368.00;22.00;10.60;130.00;498.00;5.50;
16;6.00;95.00;1015.00;19.80;-1.00;38.10;21.90;52.00;396.00;24.00;10.40;154.00;550.00;5.80;
16;6.00;100.00;896.00;20.90;-1.00;39.00;23.50;52.00;422.00;24.00;10.00;178.00;600.00;6.00;
16;6.00;105.00;800.00;21.80;-1.00;39.70;25.20;51.00;446.00;24.00;9.60;202.00;648.00;6.20;
16;6.00;110.00;718.00;22.70;-1.00;40.40;26.80;51.00;466.00;26.00;9.20;228.00;694.00;6.30;
16;6.00;115.00;651.00;23.60;-1.00;40.90;28.30;50.00;484.00;25.00;8.60;253.00;737.00;6.40;
16;6.00;120.00;593.00;24.40;-1.00;41.40;29.80;50.00;500.00;25.00;8.20;278.00;778.00;6.50;
16;6.00;125.00;544.00;25.10;-1.00;41.80;31.30;49.00;514.00;23.00;7.40;301.00;815.00;6.50;
16;6.00;130.00;501.00;25.80;-1.00;42.10;32.70;48.00;526.00;21.00;6.60;322.00;848.00;6.50;
16;7.00;40.00;9150.00;7.10;-1.00;24.10;5.80;20.00;34.00;1.00;0.00;1.00;35.00;0.90;
16;7.00;45.00;6551.00;8.50;-1.00;26.60;7.20;29.00;66.00;4.00;7.20;5.00;71.00;1.60;
16;7.00;50.00;4970.00;10.00;-1.00;28.80;8.60;36.00;104.00;6.00;8.80;11.00;115.00;2.30;
16;7.00;55.00;3840.00;11.50;-1.00;30.60;10.10;42.00;149.00;9.00;10.80;20.00;169.00;3.10;
16;7.00;60.00;3019.00;12.90;-1.00;32.30;11.70;47.00;195.00;13.00;11.80;33.00;228.00;3.80;
16;7.00;65.00;2452.00;14.30;-1.00;33.90;13.30;50.00;240.00;16.00;12.20;49.00;289.00;4.40;
16;7.00;70.00;2012.00;15.60;-1.00;35.40;15.00;51.00;284.00;19.00;12.60;68.00;352.00;5.00;
16;7.00;75.00;1687.00;16.90;-1.00;36.80;16.70;52.00;325.00;20.00;12.20;88.00;413.00;5.50;
16;7.00;80.00;1435.00;18.20;-1.00;38.00;18.40;53.00;363.00;23.00;12.20;111.00;474.00;5.90;
16;7.00;85.00;1237.00;19.40;-1.00;39.10;20.10;53.00;398.00;24.00;11.80;135.00;533.00;6.30;
16;7.00;90.00;1079.00;20.60;-1.00;40.10;21.80;52.00;430.00;26.00;11.60;161.00;591.00;6.60;
16;7.00;95.00;941.00;21.70;-1.00;41.00;23.60;52.00;459.00;27.00;11.20;188.00;647.00;6.80;
16;7.00;100.00;830.00;22.80;-1.00;41.90;25.40;51.00;485.00;27.00;10.60;215.00;700.00;7.00;
16;7.00;105.00;741.00;23.80;-1.00;42.60;27.10;50.00;508.00;28.00;10.20;243.00;751.00;7.20;
16;7.00;110.00;666.00;24.70;-1.00;43.20;28.80;50.00;528.00;28.00;9.60;271.00;799.00;7.30;
16;7.00;115.00;604.00;25.60;-1.00;43.70;30.40;49.00;546.00;28.00;9.20;299.00;845.00;7.30;
16;7.00;120.00;550.00;26.40;-1.00;44.10;32.00;48.00;562.00;27.00;8.60;326.00;888.00;7.40;
16;7.00;125.00;506.00;27.10;-1.00;44.40;33.50;48.00;576.00;25.00;7.80;351.00;927.00;7.40;
16;7.00;130.00;466.00;27.80;-1.00;44.70;35.00;47.00;588.00;23.00;7.00;374.00;962.00;7.40;
16;8.00;30.00;15922.00;5.20;-1.00;20.30;4.00;10.00;11.00;0.00;0.00;0.00;11.00;0.40;
16;8.00;35.00;10478.00;6.60;-1.00;23.30;5.30;15.00;23.00;1.00;2.60;1.00;24.00;0.70;
16;8.00;40.00;7365.00;8.10;-1.00;26.10;6.70;30.00;63.00;2.00;8.40;3.00;66.00;1.60;
16;8.00;45.00;5410.00;9.60;-1.00;28.60;8.20;37.00;102.00;7.00;9.20;10.00;112.00;2.50;
16;8.00;50.00;4171.00;11.20;-1.00;30.80;9.70;42.00;146.00;10.00;10.80;20.00;166.00;3.30;
16;8.00;55.00;3286.00;12.80;-1.00;32.70;11.30;47.00;194.00;13.00;12.20;33.00;227.00;4.10;
16;8.00;60.00;2625.00;14.20;-1.00;34.40;12.90;49.00;242.00;17.00;13.00;50.00;292.00;4.90;
16;8.00;65.00;2157.00;15.70;-1.00;36.00;14.60;51.00;288.00;21.00;13.40;71.00;359.00;5.50;
16;8.00;70.00;1788.00;17.10;-1.00;37.50;16.30;52.00;333.00;23.00;13.60;94.00;427.00;6.10;
16;8.00;75.00;1512.00;18.50;-1.00;38.90;18.10;52.00;375.00;25.00;13.40;119.00;494.00;6.60;
16;8.00;80.00;1291.00;19.80;-1.00;40.10;19.90;52.00;414.00;26.00;13.00;145.00;559.00;7.00;
16;8.00;85.00;1117.00;21.00;-1.00;41.30;21.70;52.00;449.00;29.00;12.80;174.00;623.00;7.30;
16;8.00;90.00;977.00;22.20;-1.00;42.30;23.50;51.00;481.00;29.00;12.20;203.00;684.00;7.60;
16;8.00;95.00;856.00;23.40;-1.00;43.20;25.30;51.00;511.00;30.00;12.00;233.00;744.00;7.80;
16;8.00;100.00;760.00;24.50;-1.00;44.00;27.20;50.00;537.00;30.00;11.20;263.00;800.00;8.00;
16;8.00;105.00;681.00;25.50;-1.00;44.70;28.90;49.00;561.00;30.00;10.80;293.00;854.00;8.10;
16;8.00;110.00;613.00;26.40;-1.00;45.30;30.70;49.00;581.00;30.00;10.00;323.00;904.00;8.20;
16;8.00;115.00;557.00;27.20;-1.00;45.80;32.40;48.00;599.00;30.00;9.60;353.00;952.00;8.30;
16;8.00;120.00;508.00;28.00;-1.00;46.20;34.00;47.00;614.00;29.00;8.80;382.00;996.00;8.30;
16;8.00;125.00;467.00;28.70;-1.00;46.40;35.60;47.00;627.00;26.00;7.80;408.00;1035.00;8.30;
16;8.00;130.00;432.00;29.40;-1.00;46.70;37.10;47.00;639.00;23.00;7.00;431.00;1070.00;8.20;
16;9.00;30.00;12368.00;5.90;-1.00;22.20;4.80;17.00;22.00;0.00;0.00;0.00;22.00;0.70;
16;9.00;35.00;8469.00;7.50;-1.00;25.30;6.20;24.00;46.00;3.00;5.40;3.00;49.00;1.40;
16;9.00;40.00;6114.00;9.10;-1.00;28.10;7.70;36.00;92.00;4.00;10.00;7.00;99.00;2.50;
16;9.00;45.00;4578.00;10.70;-1.00;30.70;9.20;42.00;139.00;8.00;11.00;15.00;154.00;3.40;
16;9.00;50.00;3574.00;12.40;-1.00;32.90;10.80;46.00;188.00;14.00;12.60;29.00;217.00;4.30;
16;9.00;55.00;2859.00;14.00;-1.00;34.80;12.40;49.00;239.00;17.00;13.60;46.00;285.00;5.20;
16;9.00;60.00;2313.00;15.60;-1.00;36.50;14.20;51.00;289.00;22.00;14.40;68.00;357.00;5.90;
16;9.00;65.00;1920.00;17.20;-1.00;38.10;15.90;51.00;337.00;24.00;14.40;92.00;429.00;6.60;
16;9.00;70.00;1606.00;18.70;-1.00;39.60;17.70;52.00;382.00;28.00;14.60;120.00;502.00;7.20;
16;9.00;75.00;1367.00;20.10;-1.00;41.00;19.50;52.00;425.00;29.00;14.40;149.00;574.00;7.70;
16;9.00;80.00;1172.00;21.50;-1.00;42.20;21.40;51.00;465.00;30.00;14.00;179.00;644.00;8.10;
16;9.00;85.00;1017.00;22.70;-1.00;43.40;23.30;51.00;500.00;33.00;13.60;212.00;712.00;8.40;
16;9.00;90.00;891.00;23.90;-1.00;44.40;25.20;50.00;533.00;32.00;13.00;244.00;777.00;8.60;
16;9.00;95.00;784.00;25.10;-1.00;45.30;27.10;49.00;562.00;34.00;12.60;278.00;840.00;8.80;
16;9.00;100.00;699.00;26.20;-1.00;46.10;29.00;49.00;590.00;32.00;12.00;310.00;900.00;9.00;
16;9.00;105.00;629.00;27.20;-1.00;46.80;30.80;48.00;613.00;34.00;11.40;344.00;957.00;9.10;
16;9.00;110.00;567.00;28.10;-1.00;47.40;32.60;48.00;634.00;32.00;10.60;376.00;1010.00;9.20;
16;9.00;115.00;516.00;28.90;-1.00;47.80;34.30;47.00;651.00;32.00;9.80;408.00;1059.00;9.20;
16;9.00;120.00;471.00;29.70;-1.00;48.10;36.10;47.00;666.00;29.00;8.80;437.00;1103.00;9.20;
16;9.00;125.00;434.00;30.40;-1.00;48.40;37.70;46.00;679.00;28.00;8.20;465.00;1144.00;9.20;
16;9.00;130.00;402.00;31.10;-1.00;48.60;39.30;46.00;690.00;24.00;7.00;489.00;1179.00;9.10;
16;10.00;30.00;10031.00;6.70;-1.00;24.10;5.50;20.00;32.00;1.00;0.00;1.00;33.00;1.10;
16;10.00;35.00;7069.00;8.40;-1.00;27.20;7.00;31.00;70.00;2.00;8.00;3.00;73.00;2.10;
16;10.00;40.00;5207.00;10.10;-1.00;30.10;8.60;40.00;121.00;7.00;11.60;10.00;131.00;3.30;
16;10.00;45.00;3956.00;11.80;-1.00;32.70;10.30;45.00;176.00;10.00;13.00;20.00;196.00;4.40;
16;10.00;50.00;3119.00;13.60;-1.00;34.90;11.90;48.00;230.00;18.00;14.40;38.00;268.00;5.40;
16;10.00;55.00;2525.00;15.30;-1.00;36.80;13.60;50.00;284.00;22.00;15.20;60.00;344.00;6.30;
16;10.00;60.00;2065.00;17.00;-1.00;38.50;15.40;51.00;335.00;26.00;15.40;86.00;421.00;7.00;
16;10.00;65.00;1727.00;18.70;-1.00;40.10;17.20;51.00;385.00;29.00;15.80;115.00;500.00;7.70;
16;10.00;70.00;1455.00;20.20;-1.00;41.60;19.10;51.00;432.00;31.00;15.60;146.00;578.00;8.30;
16;10.00;75.00;1246.00;21.70;-1.00;43.00;21.00;51.00;475.00;33.00;15.20;179.00;654.00;8.70;
16;10.00;80.00;1072.00;23.10;-1.00;44.30;22.90;50.00;515.00;35.00;15.00;214.00;729.00;9.10;
16;10.00;85.00;933.00;24.40;-1.00;45.50;24.90;50.00;551.00;36.00;14.40;250.00;801.00;9.40;
16;10.00;90.00;818.00;25.60;-1.00;46.50;26.90;49.00;584.00;36.00;13.80;286.00;870.00;9.70;
16;10.00;95.00;723.00;26.80;-1.00;47.40;28.90;48.00;614.00;37.00;13.40;323.00;937.00;9.90;
16;10.00;100.00;648.00;27.90;-1.00;48.20;30.80;48.00;642.00;35.00;12.60;358.00;1000.00;10.00;
16;10.00;105.00;584.00;28.90;-1.00;48.90;32.70;47.00;666.00;35.00;11.80;393.00;1059.00;10.10;
16;10.00;110.00;527.00;29.80;-1.00;49.40;34.60;47.00;687.00;35.00;11.20;428.00;1115.00;10.10;
16;10.00;115.00;480.00;30.60;-1.00;49.80;36.30;46.00;704.00;33.00;10.00;461.00;1165.00;10.10;
16;10.00;120.00;439.00;31.40;-1.00;50.10;38.10;46.00;718.00;32.00;9.20;493.00;1211.00;10.10;
16;10.00;125.00;404.00;32.10;-1.00;50.30;39.80;45.00;730.00;29.00;8.20;522.00;1252.00;10.00;
16;10.00;130.00;375.00;32.70;-1.00;50.60;41.40;45.00;740.00;25.00;7.00;547.00;1287.00;9.90;
16;11.00;20.00;16852.00;4.30;-1.00;18.50;3.70;4.00;3.00;0.00;0.00;0.00;3.00;0.20;
16;11.00;25.00;11718.00;5.80;-1.00;22.40;4.90;9.00;12.00;1.00;2.00;1.00;13.00;0.50;
16;11.00;30.00;8236.00;7.50;-1.00;25.90;6.30;27.00;53.00;1.00;8.40;2.00;55.00;1.80;
